LI150	LI97	DCM_101	LI81	LI126	LI138	LI101	LI144	LI134	LI112	LI54	LI132	LI91	LI105	LI107	LI104	LI110	LI106	LI119	LI46	LI113	LI48	LI56	LI90	LI148	LI94	LI135	LI146	LI152	LI147	LI153	LI122	LI98	LI151	LI140	LI142	LI123	LI69	LI128	LI89	LI130	LI139	LI125	LI83	LI116	LI82	LI73	LI18	LI6	LI40	LI34	LI72	LI70	LI8	LI84	LI102	LI86	LI114	DCM_76	LI36	LI75	LI71	LI85	LI115	LI87	LI66	LI27	LI79	LI67	LI32	LI19	LI12	LI4	LI141	LI145	LI133	LI131	LI95	LI68	LI10	LI26	LI1	LI15	LI111	LI74	LI22	LI178	LI7	LI13	LI25	LI14	LI42	LI28	LI93	DCM_026	LI96	LI124	LI136	LI92	LI127	LI59	LI129	LI44	LI35	LI31	LI29	LI37	LI38	LI24	LI39																																																																																																														
RT	area																																																																																																																																																																																																																										
13.516	7115.5	16.209	14314.8			15.385	9336.4	16.300	1334.2	22.506	1908.3			16.839	1403.9	16.932	3825.8	16.664	4435.3	17.390	317784.8			15.282	828.5	17.855	2155.1	16.484	120189.1	15.786	77026.3	15.786	82816.8			15.896	3992.8	16.303	1453.5	15.579	274672	14.446	954.1	16.844	881.4							16.708	11280.3	16.300	1510.5	16.096	2156.5	23.335	760	16.298	1444.7	16.842	993.1			14.993	20554.2			15.582	449716.3							22.899	4448.2	22.906	1887.6	20.619	716.9	15.182	4664.1	14.365	3554.5	18.362	14993.8	14.288	6965.5	16.723	13507.3			19.376	2268.7	15.399	13493.8			22.313	955.2					17.413	377890.2									15.397	19326.6	18.364	17427.6			16.980	3178.2	17.197	1962.9	17.875	6248.1	17.720	797	16.947	5686.2									19.458	6855.2					19.381	1420.7					22.738	1393.7	13.604	3491.6							18.458	7681.4			14.253	9591.8			17.730	1679							18.457	7230.9	21.601	3919.1							18.889	623.6	18.140	1945			16.315	964.3	16.719	6111.4	19.381	4120.7	18.889	825.5	17.204	6531.5	15.592	374852.6			21.598	3781.8			16.231	17071.1	15.207	11051.7		
13.588	1958.9	16.297	920			15.575	333678	16.455	216370.6	22.707	1215.8			16.965	6786.2	17.094	616.2	16.700	4460.4	17.611	11268.8			15.382	16480.7	18.110	1759.3	16.666	13837.7	15.896	6589	15.895	6529.1			15.984	14283	16.499	463920.6	15.788	42729.5	14.555	3999.4	16.938	5475.2							16.844	1050.1	16.491	284445.5	16.209	17084.1	23.408	516.2	16.494	382596.2	16.969	4344.7			15.095	1937.7			15.790	70418.8							23.570	1888.3			21.591	3979	15.393	10241.8	14.453	780.2	18.448	9241.9	14.370	5470.6	16.858	981			19.458	11181.2	15.593	441889			22.526	1836.2					17.633	13527.9									15.590	390126.5	18.449	16112.6			17.111	952.3	17.404	150208.3	18.137	6086	17.773	696.9	17.195	4708.8									20.444	509					19.462	2027					22.924	1019.4	13.675	5502.8							18.600	524.5			14.293	4693.2			17.783	547.3							19.381	1711.5	22.542	708.6							19.383	5196.6	18.369	10189.6			16.509	372674.2	16.860	1802.5	19.462	16043.4	19.376	2309	17.428	770713.9	15.666	34275.9			22.530	893.6			16.320	1553.1	15.318	757.2		
13.660	2013.2	16.489	272400.3			15.784	40393.5	16.496	324223.2	22.887	2741.1			17.097	1401.8	17.181	3090	16.840	1002.7	17.702	1138.4			15.573	328914.7	18.341	15689.5	16.839	1459.3	15.984	30202	15.982	24273			16.096	3020.5	16.710	22736.5	15.896	3670.4	14.629	1671.4	17.102	727.2							16.941	3125.9	16.673	7011.7	16.300	950.8	23.545	646.9	16.706	18334.3	17.100	854.7			15.176	6813			15.897	5875.4							24.116	1341.7			22.522	788.2	15.585	419293.1	14.561	5581.6	18.883	3320.4	14.460	2046.6	16.953	6351.9			20.442	563.3	15.801	53343			22.732	1458.2					17.720	985.5									15.667	41711.2	18.592	578.4			17.198	2944.6	17.630	6985.6	18.362	32848.9	17.874	8354.8	17.409	308186									20.621	1464.4					20.443	574.7					25.507	749.8	13.855	8136.9							18.755	1549.5			14.374	4550.5			17.884	9557.8							19.464	6935.1	22.926	697							19.464	13667	18.451	2180.5			16.692	7707.2	16.989	7647.4	19.589	764.4	19.462	2827.2	17.638	25998.1	15.800	49821.5			22.738	1226.7			16.517	472501.3	15.417	22431.7		
13.838	2316	16.707	13167.4			15.891	3313.5	16.668	14236.4	23.569	1056.7			17.183	5442.1	17.390	242930.2	16.963	4552.4	17.853	5314.1			15.783	53638.3	18.425	2629.4	16.964	5479	16.096	5318.7	16.095	4797.1			16.211	31273.1	16.843	2127.4	15.984	10638.5	14.797	221690.5	17.185	4093.9							16.966	3184.1	16.707	10918.6	16.494	337050	23.597	664.1	16.840	1168.5	17.186	3290.5			15.287	682.6			15.984	20641.8							25.612	2148.5			22.898	1180.8	15.795	46934.3	14.634	1825.6	19.110	896	14.563	7889	17.114	795.6			20.619	1404.5	15.907	3776.9			22.911	2324.7					17.775	558.9									15.800	53745.2	18.742	611.4			17.408	283531.1	17.722	915.4	18.446	11510.8	18.004	562.4	17.631	12223.4									20.751	1072.8					21.600	4527.3							14.025	262657.1							18.898	2852.9			14.464	1212			18.145	8455							20.449	817									20.448	1486.4	18.890	946.5			16.726	11326.2	17.118	1807	20.444	1868.7	20.440	740.7	17.718	2228	15.997	10204.4			22.919	1518.8			16.730	23872.6	15.615	617611.2		
14.005	152662.1	16.842	1594.5			15.981	10401.3	16.704	11886.4					17.394	376493.2	17.611	8904.7	17.093	852.4	18.117	4846.5			15.891	6216.6	18.861	1742.7	17.094	1228	16.210	57237.7	16.209	46479.6			16.301	999.4	16.939	12023.2	16.098	2455.3	14.999	40149.9	17.399	333738.6							17.102	956.9	16.841	1991.8	16.711	16699.8	24.103	1331.9	16.934	9121.4	17.394	234549.3			15.384	14328.3			16.099	4947.5							26.211	546.5					15.903	4992.7	14.804	256900	19.373	2608.9	14.640	3004.6	17.200	4827.9			20.756	791.2	15.998	14175.4			23.586	879.8					17.876	7060.3									15.902	5050	18.884	1834.6			17.630	12824.3	17.872	3113.8	18.596	996.7	18.135	6302.2	17.719	993.7									21.594	9068.6					22.102	530.3							14.086	27535.8							19.128	734.9			14.568	6801.5			18.373	28363.4							20.629	631									20.519	2158.2	19.122	509.1			16.861	2038.1	17.206	6357.9	20.517	820.5	21.596	1190.3	17.780	945.5	16.111	3829.8			23.211	583.8			16.863	1641.6	15.822	59273.1		
14.205	24178.9	16.938	6911			16.094	2335.7	16.842	3680.5					17.614	19746.4	17.855	4412.6	17.182	3880.9	18.341	31964.1			15.978	16924.3	19.098	567.2	17.183	4451.6	16.303	1845.5	16.297	2611.5			16.497	505013.7	17.101	1450.9	16.213	23931.8	15.098	3000.3	17.620	12403.4							17.185	3556.9	16.966	8800.1	16.844	1640.5			17.098	856	17.616	10906.7			15.577	319254.2			16.212	42363.5													15.990	15388.3	15.005	33142.5	19.454	15894.5	14.810	366955.3	17.418	534737			21.596	11442.9	16.111	4277.5									18.136	5978.7									15.995	13939.9	19.113	614.6			17.716	914.9	18.130	2470.3	18.882	1165.2	18.364	32311	17.874	6361.2									21.943	662.9					22.533	801.7							14.251	24774.8							19.389	1858.4			14.645	2036.8			18.460	25785.4							21.603	4008.2									20.618	1983.6	19.379	1860.4			16.983	11356.3	17.417	450350.5	20.628	1651.3	22.925	514.7	17.880	11629	16.226	20445.3							16.958	10212.4	15.928	6070.5		
14.277	5661.6	17.098	1154.8			16.208	23123	16.967	13763.2					17.704	1240.6	18.114	3793.3	17.393	293475	18.425	12498.9			16.093	5777.7	19.353	2980.4	17.390	348955.5	16.467	384853.8	16.457	360146.2			16.672	11107.7	17.184	8277.3	16.304	1099.6	15.178	9315.6	17.706	980.9							17.398	374241	17.099	1503.6	16.937	8899.1			17.182	6674.1	17.703	839.7			15.787	49766.5			16.301	2073.6													16.105	4275.3	15.105	3490.1	20.438	1086.1	15.008	66602.3	17.636	20513.5			21.716	694.4	16.225	28902.8									18.363	23665.4									16.108	5662.7	19.374	2884.5			17.778	587.8	18.361	15234.8	19.118	785.7	18.448	12226.7	18.133	4825.4									22.092	897					22.920	946.4							14.295	11738.2							19.470	10473.5			14.813	364329			18.890	1356.6							22.538	911.8									20.759	638.9	19.463	4842.7			17.119	1657.4	17.638	19162	20.758	998.4			18.008	571.2	16.315	2929.5							17.123	1058.8	16.017	17404.5		
14.356	5026.2	17.183	5526.9			16.300	1250.3	17.096	3349.8					17.757	607.9	18.343	25528.9	17.613	10987.1	18.846	653			16.205	35326.4	19.436	6757.8	17.613	15903.5	16.503	616027.5	16.492	234393.8			16.708	11858.3	17.404	560937.4	16.497	475791.6	15.290	881.8	17.763	556.8							17.618	13995.8	17.184	7452.1	17.102	1483.2			17.401	521001.9	17.860	5028.7			15.897	4425.4			16.459	256824													16.219	32290.9	15.185	10426.5	20.509	564.4	15.110	5891.7	17.719	1612.5			21.935	847.2	16.316	2306.7									18.449	21254.6									16.224	30935.1	19.459	19567.3			17.874	5862.4	18.443	2665.8	19.373	5365.4	18.598	1415	18.361	21359.5									22.305	774.8													14.375	11518.7							19.597	851.7			15.015	51041.7			19.138	522.5							22.741	1216.3									20.971	550.6	20.445	823.6			17.205	8609.7	17.721	1347.3	21.601	10512.7			18.141	11966.6	16.518	714918.1							17.207	7861.1	16.132	6497.3		
14.450	1208.8	17.397	487468.2			16.498	612677.8	17.185	10003.5					17.857	8963	18.427	5721.9	17.703	961.4	19.101	532.6			16.296	2459.6	20.419	1221.8	17.697	805.8	16.671	22954.1	16.668	45144.5			16.845	2919.9	17.621	26248.2	16.712	21182.4	15.388	22518.3	17.862	6820.1							17.711	963.7	17.399	409858.1	17.185	6384.3			17.619	21822.4	18.122	4014.1			15.984	15830			16.498	293497.6													16.311	1716.3	15.298	684.7	20.616	2971.5	15.191	21539.1	17.771	793.7			22.089	1209.4	16.523	991311.3									18.597	986.7									16.315	3043.9	19.586	639.1			18.136	6337.9	18.594	515.5	19.456	30734.2	18.880	1680.5	18.446	13866.4									22.527	1614.6													14.467	3226.4							19.890	595.4			15.114	5069.3			19.386	4429.2							22.917	1489.5									21.603	6748.7	20.632	785.6			17.429	862264	17.783	911.5	21.942	569.3			18.372	58070.7	16.727	33895.3							17.427	664635.2	16.245	32903.1		
14.549	8496.9	17.616	18110.8			16.706	22344.7	17.406	916320					17.983	710	18.575	1303.4	17.855	5634.8	19.353	6539.9			16.495	614988.4	20.483	556.4	17.758	540.1	16.708	21663.6	16.845	6359.8			16.968	12408.4	17.763	1133.8	16.845	2134.4	15.584	436396	17.989	540.3							17.862	7593.2	17.619	22194.3	17.405	645585.8			17.761	728.5	18.348	31505.4			16.099	4782.6			16.673	21978													16.509	708243.8	15.398	33174.2	20.749	1628.6	15.303	1878.6	17.878	9262.3			22.314	619.2	16.725	37494.4									18.880	1017.5									16.519	924364.1	20.439	1134.4			18.361	33945.4	18.880	2736	20.435	1741.1	18.995	573.5	18.598	868.3									22.730	1158													14.570	16584.7							20.452	1182.1			15.196	15506.5			19.469	45429.8																	21.696	701.6	20.762	549.8			17.640	31471.4	17.880	10374.2	22.098	1140.9			18.455	26947.1	16.859	1731.2							17.641	28994.4	16.336	4053.2		
14.627	683.5	17.700	1605			16.843	1854.4	17.618	36522.6					18.116	7698.4	18.862	2307.7	17.987	667.4	19.435	20777.9			16.703	34198.6	20.602	1538	17.855	6013.2	16.845	6691.5	16.968	17718.8			17.099	3187.7	17.861	11560.8	16.939	6444.2	15.658	56185.4	18.121	5752.2							17.991	517.1	17.763	1008.8	17.620	26311.6			17.859	10179.6	18.579	1617.8			16.211	34091.8			16.707	15903.9													16.683	11058.3	15.592	583177.2	21.591	22044.9	15.400	45868	18.006	767.6			22.525	1430.6	16.858	2753									18.957	504.4									16.724	38424	20.508	842.2			18.444	4989.9	19.108	1385.9	20.508	1103.1	19.118	1313.4	18.875	867.9									22.911	1749													14.645	4515.5							20.635	3267.2			15.307	1365			19.595	774.9																	22.106	847	21.598	5198.2			17.728	3226	18.008	509.1	22.315	631.7			18.598	2465.7	16.952	13162.3							17.728	2030.5	16.544	979486.8		
14.792	256703.3	17.758	890.7			16.935	10733	17.766	1604.1					18.345	52191.6	19.096	943.3	18.116	5120.3	19.578	855.6			16.839	3961.8	20.733	821.1	17.986	612.4	16.969	22740.9	17.098	7445.5			17.187	8534.8	17.992	1231.8	16.967	4645.8	15.790	72241.9	18.351	27777.4							18.119	5952.6	17.859	10059.3	17.761	1053.7			17.987	621.3	18.853	827.4			16.301	1675.2			16.846	4599.1													16.717	16311.5	15.669	84141.7	21.928	1545.1	15.602	901634.8	18.137	7882.9			22.727	1290.2	16.954	20217.1									19.122	702.4									16.856	2896.1	20.617	2472.5			18.592	1858.6	19.371	3259.3	20.619	1770.2	19.374	5841.7	19.120	898.3									23.598	754.3													14.820	711711.7							20.767	1829.5			15.407	36808			19.997	908.3																	22.340	507.7	22.102	575.9			17.781	1188.3	18.140	8889.2	22.534	1422.6			18.753	1805.8	17.115	1133.5							17.782	908.1	16.749	43046.6		
14.990	50146.1	17.858	9629.8			17.098	1597.4	17.860	17362.9					18.579	2952.6	19.351	5866.8	18.342	31267.5	19.977	591.1			16.931	20146.2	21.571	9031.3	18.115	5702.8	17.100	7099.8	17.188	17524.2			17.413	1059410.3	18.121	10037.2	17.103	2161.8	15.896	4668.4	18.435	10718.1							18.350	35544.4	17.987	685.8	17.863	13782.5			18.117	7614.5	19.357	6452.8			16.499	632743.5			16.970	17551.7													16.854	3688.2	15.799	71335.6	22.087	2502.8	15.804	131949.2	18.366	43085.5			22.909	1506.7	17.117	1400.4									19.375	4689.6									16.951	22305.4	20.753	1487.4			18.754	659.5	19.455	6867.6	20.747	1068.5	19.456	20516	19.372	4526.1																							15.017	116421.8							20.984	910.2			15.608	882493.9			20.450	1361.7																	22.538	1832.5	22.541	917			17.882	19170.6	18.370	61393.9	22.729	1943.4			18.882	2716.7	17.201	10817.8							17.883	11998.1	16.881	3492.8		
15.094	3284.7	17.988	1166.8			17.182	9118.9	17.986	824					18.857	2450.9	19.436	12543.9	18.424	4484.8	20.411	3322.2			17.095	3817.4	22.068	952.1	18.344	44990.1	17.186	14271.7	17.410	1023633.5			17.620	34930	18.352	55420.5	17.189	8896.3	15.987	15574.6	18.582	1377.1							18.433	6542.5	18.120	9860.1	17.989	783.4			18.346	40718.6	19.439	9106.7			16.673	12447.5			17.101	4740.3													16.949	7331	15.906	6750.4	22.303	1164.5	15.911	10933.7	18.452	18285.1			23.598	577.1	17.201	15702.7									19.458	25736.5									17.115	2012.7	21.594	15214.2			18.879	2310.6	19.583	1236.7	21.592	10623.8	20.435	2300.2	19.455	17296.9																							15.117	13033.2							21.610	22622.9			15.678	69200.7			20.520	1556																	22.668	840.3	22.921	1101.8			18.011	968.6	18.601	3432.3	22.916	1484.4			18.998	945.1	17.424	790470.2							18.014	998.5	16.975	21110.1		
15.178	12600.2	18.118	9266.5			17.414	1184226	18.121	16048.2					18.974	585.6	20.412	3215.3	18.572	771.9	20.484	1085.6			17.179	15222.4	22.286	555.8	18.576	2414.3	17.428	1861385	17.620	50911.5			17.702	2134.4	18.435	25749.7	17.416	1002947.4	16.100	6490.9	18.732	803.4							18.582	1679.2	18.349	44818.8	18.123	12000.5			18.432	20406.6	19.590	793.9			16.709	19170.4			17.190	13262.9													16.978	7303.8	15.995	20507.9	22.525	2274	16.001	38789.6	18.599	1096.4					17.444	1711789.7									19.591	1095.9									17.198	17140.2	21.697	840.1			19.123	1522.6	20.432	2134.5	21.933	601.3	20.510	1048.9	19.585	704.6																							15.198	35493.8							21.945	2205.2			15.812	115168.3			20.630	1684.2																	22.729	1452.7					18.143	15757.4	18.873	1969.7	23.593	862.6			19.138	1204.7	17.638	33837.9							18.145	10143.7	17.139	2172.3		
15.286	1200.8	18.344	44883.8			17.620	36020.6	18.347	122944.4					19.105	1151.1	20.597	655.4	18.724	709.6	21.569	3083.8			17.405	938201.3	22.507	1346.5	18.722	861.2	17.624	67145.3	17.767	3169.5			17.767	1680.8	18.580	3116.5	17.624	36912	16.216	33789.3	18.869	2797.5							18.731	1157.7	18.432	12369.4	18.350	63810.3			18.579	1897.2	20.420	3491.6			16.843	4111.8			17.412	917637.6													17.109	3579.6	16.110	7650.2	22.724	1177.8	16.114	14499.2	18.745	629.9					17.642	57949.7									20.437	1995.4									17.430	1223102	21.936	1114.3			19.370	7626.9	20.619	3005.4	22.091	1236	20.626	1535	20.005	820.8																							15.309	3387							22.108	3157.1			15.917	10905.2			20.766	844.1																	22.916	2223.8					18.375	77495.6	19.003	699.4					19.381	13001	17.725	1398.8							18.372	51039	17.222	17570.6		
15.386	24032.4	18.429	14753.7			17.704	2554.7	18.580	4618.5					19.354	9172.9	21.567	11117.5	18.861	5536.8	22.681	890.9			17.616	45363.9	22.709	1295.5	18.862	4134.5	17.767	3448	17.860	21368.3			17.862	18930.1	18.727	2857.3	17.766	1537.4	16.304	4661.9	19.099	1014.8							18.865	3327.6	18.580	2615.9	18.436	20180.2			18.859	1395.3	21.579	2476.7			16.968	18493.3			17.624	47039.6													17.194	9062.4	16.225	62100.5	22.903	2314.1	16.229	77167.9	18.885	3936.4					17.731	4850.2									20.508	763.4									17.637	45718.2	22.091	1722.9			19.452	21467.7	20.745	1843.8	22.314	833.7	20.753	926.8	20.431	1554.4																							15.409	78179.5							22.324	2173.3			16.007	32497.8			21.606	8436.4																							18.452	14018.3	19.086	579.4					19.466	67955.5	17.780	901.1							18.459	25273.8	17.453	1118197		
15.586	941521.1	18.575	2216.6			17.760	1304.5	18.767	619.9					19.436	21411.3	21.907	1205.1	19.094	1230	22.880	903.9			17.760	2136.2	22.886	1992.2	18.971	534.6	17.863	31610.7	17.990	1196.5			17.991	898.6	18.868	4504.2	17.865	18409	16.513	1082752.5	19.360	6404							18.981	566	18.734	917.7	18.584	2920.5			19.108	800.4					17.099	4180			17.704	2262.8													17.430	1473578.5	16.314	3800.9	23.582	1227.3	16.319	8457.7	19.120	1051.9					17.780	1886.4									21.596	5536.2									17.721	3403.9	22.305	1117.4			19.607	1060.5	21.589	18443	22.526	1742.7	21.593	9147.1	20.504	728.1																							15.618	1740355.1							22.543	3809.1			16.120	10518.1			22.102	946.4																							18.605	3988.9	19.140	523.3					19.608	1376.3	17.879	12863							18.604	3474.6	17.665	47406		
15.788	150188.5	18.723	3916.8			17.858	16905.1	18.849	2966.7					19.591	1210.5	22.066	1490.5	19.353	7699.3					17.856	24177.6			19.099	1146.7	17.990	1988	18.122	21770.4			18.120	15829	18.973	943.4	17.995	1492.2	16.717	47365.6	19.443	18762.6							19.107	1099.5	18.853	2140.9	18.729	1932.4			19.358	8330					17.186	10340.6			17.766	1853.4													17.633	42898.3	16.537	1906133	24.127	581.9	16.538	1870417	19.376	7979.8					17.880	28253.3									22.092	548.5									17.778	1700.4	22.526	1928.2			19.872	508.7	21.930	592.2	22.723	1644	21.934	607.3	20.619	739.4																							15.817	234084.2							22.742	4743.2			16.236	73004.6			22.320	600.6																							18.751	1347.8	19.379	14533.8					19.702	930.9	18.011	872.1							18.759	1520.8	17.806	1745.7		
15.896	10738.4	18.863	6264.6			17.989	1094.9	18.974	928.5					19.666	589.4	22.280	826.8	19.432	16379.2					17.983	1569.3			19.351	7790.8	18.121	28895.4	18.350	192583.3			18.351	125547.2	19.107	1423.1	18.127	16955.7	16.848	3015.9	19.576	1020.4							19.358	6123.2	18.976	880.9	18.858	3097.2			19.439	30165.8					17.412	1022432.6			17.864	21021.3													17.775	2187.5	16.728	51745.8			16.733	86874.6	19.460	37539.1					18.009	1949.2									22.531	918.4									17.878	25195.8	22.722	1603.1			19.979	509.7	22.087	1754	22.909	1772.2	22.089	986.1	20.748	611.3																							15.922	25278.3							22.926	4970			16.329	4695.2			22.541	1348.8																							18.879	3645.6	19.463	23237.5					19.783	861.4	18.140	10577.2							18.893	4679.3	17.903	20162		
15.983	41178.7	18.974	665.7			18.120	16338.2	19.113	1879.9					19.958	582.8	22.503	1435.8	19.578	996.2					18.116	21584.1			19.435	15579.6	18.351	277841	18.577	12512.8			18.431	12703.4	19.357	11122.3	18.355	110921.6	16.940	25111.8	19.987	717.8							19.440	17296.1	19.111	1203.2	18.976	839.3			19.569	1665.3					17.621	35366.5			17.992	1402.4													17.872	21898.4	16.860	4001.1			16.864	7989.4	19.599	1261.4					18.142	23859.4									22.726	1118.9									18.006	1746.4	22.907	1789.3			20.431	4637.5	22.301	1250.7	23.587	871.6	22.312	784.6	21.591	4875.3																							16.010	66167.6							23.033	540.8			16.549	2061173.3			22.738	1743.6																							18.997	1245.4	19.603	1739.6					19.888	651.7	18.371	58021.6							18.997	723.1	18.031	1979.3		
16.097	9405.6	19.106	1336.8			18.348	94546.5	19.354	23588.1					20.412	4281.5	22.701	1297.7	20.414	3871.1					18.343	110700.9			19.572	811.7	18.583	9598.1	18.773	2320.1			18.584	5071.5	19.442	39257.7	18.437	26256	17.105	2436.7	20.421	2834							19.572	1234.7	19.358	8947	19.117	1165.2			19.966	828.8					17.705	2937.6			18.125	20003.5													18.001	1702.7	16.951	43095.2			16.956	49669	19.706	558.2					18.369	65223									22.914	1234.5									18.138	21699.3					20.505	1572.1	22.520	2604			22.525	1848.4	22.093	565.8																							16.125	24766.5							23.189	2365.3			16.740	76124.3			22.925	1417.9																							19.137	1726.7	19.694	546.8					19.994	1873.2	18.456	38720.4							19.134	1302	18.162	18690.5		
16.212	87573.9	19.354	9277			18.433	36002.1	19.439	47455.4					20.484	1665.1	22.881	1733.1	20.486	822.7					18.428	32502.2			20.412	4135.3	18.724	2705.6	18.847	5785.6			18.768	849	19.575	2163.4	18.584	4803.3	17.190	20640.9	20.493	910.8							20.419	2797.4	19.441	27732.4	19.360	12325.5			20.415	4187.8					17.763	1984.3			18.352	129323.4													18.132	18528.8	17.119	3378			17.120	6395.4	19.987	998.2					18.457	97114.2																			18.365	89596.8					20.619	2293.6	22.724	1915.1			22.724	1706.7	22.527	1085.9																							16.241	137596.1							23.316	788.8			16.871	6952.3			23.607	615.7																							19.381	15912.9	19.879	908					20.270	528.7	18.603	3687.7							19.385	8705.4	18.362	88706.2		
16.300	4889.1	19.437	35931.7			18.578	3772.3	19.588	2696.2					20.595	1490.9	23.559	525	20.597	4459.1					18.579	6567.6			20.485	1091.9	18.849	7656.6	18.977	1425.5			18.847	3411.7	19.683	650	18.725	1706.5	17.424	1400863.4	20.606	2590.2							20.492	956.8	19.591	1356.3	19.444	46719.8			20.492	1525.2					17.861	21656.3			18.584	7453.6													18.360	169436.4	17.201	28410.2			17.206	37303.7	20.436	3822.7					18.604	2614.4																			18.453	62056					20.745	1335.1	22.907	3168.7			22.910	2427.7	22.723	967.6																							16.331	12299.2							23.376	1088.1			16.965	45355.3																											19.465	53915	19.989	764.7					20.442	4059.9	18.752	814.3							19.467	41492.5	18.479	52211.5		
16.466	573347.2	19.570	1378.2			18.724	3580.5	19.672	642.2					20.730	1374.9	24.102	847.8	20.731	2075.6					18.724	2004.8			20.596	3237.3	18.977	2304.8	19.056	2683.5			18.979	976.2	19.777	934.3	18.872	8837.8	17.629	53859.3	20.733	1374							20.604	2710.1	19.683	674.5	19.592	769.1			20.603	1215.7					17.989	2324			18.728	1310													18.441	17911.1	17.414	3142635.5			17.417	2491289.3	20.510	1964.3					18.636	2952.1																			18.598	3920.7					21.593	14353.7	23.589	1219.5			23.595	772.5	22.906	1329.8																							16.520	3693701.4							23.506	665.5			17.131	6766.4																											19.606	1468.5	20.440	9603.4					20.516	3456.3	18.882	2326.2							19.596	2317.8	18.625	5361.6		
16.504	590215.8	19.778	804.9			18.865	5959.2	19.858	1122.7					21.569	10513			20.860	520.3					18.837	4151.5			20.725	1458.2	19.117	4643.7	19.114	2519.4			19.117	2243.2	19.860	828.1	18.980	1141.2	17.717	10091.6	21.577	18586.7							20.733	1376.6	19.858	625.9	19.965	986			20.730	703.6					18.120	17908.7			18.766	551.4													18.592	6270.4	17.646	87061.7			17.648	102341.7	20.621	3978.2					18.741	1765.8																			18.679	896					22.086	1155.9	25.636	684																													16.747	154247.1							23.601	2596.8			17.216	31632.1																											19.700	1245.8	20.513	1600.6					20.627	1461.3	18.997	624.2							19.712	996	18.772	3366.6		
16.675	77502.6	19.856	567.1			18.972	826.1	19.960	1044					22.066	920.9			20.929	602.9					18.928	651.7			21.569	23536.3	19.358	51739.9	19.357	67455.3			19.358	30487.1	19.970	1307.7	19.114	2595.5	17.869	27488.1	21.910	1111.8							21.573	19365.7	19.971	1152.3	20.418	5162			21.575	9844.2					18.351	130532.8			18.861	6133.9													18.729	1870.1	17.783	3905.5			17.731	6437.7	20.752	1865.2					18.886	3679																			18.743	669.9					22.308	835.1																															16.876	15007.3							23.699	531.5			17.428	3320692.6																											19.791	872	20.636	779.2					20.761	1009.5	19.127	1014.7							19.808	660.5	18.912	7684.1		
16.844	9381.3	19.963	793.8			19.110	2024.9	20.410	11840.9					22.281	607.8			21.569	33984					18.966	1400.6			21.907	1765.7	19.443	100059.1	19.439	42412.3			19.443	50613.9	20.419	6659.2	19.364	25794.9	17.995	1911.8	22.073	1619.1							21.911	603.1	20.419	4669.2	20.493	3507.5			21.911	518.3					18.433	21442.1			18.980	1536.2													18.869	5506	17.883	61567.8			17.788	3909.5	20.961	558					18.959	1386.7																			18.864	2959.3					22.527	1879.7																															16.972	90992.3							23.766	519			17.660	114731.6																											19.879	1062.9	20.686	612.2					20.972	594	19.378	13240.4							20.006	1615	19.023	1321.4		
16.971	35004.5	20.242	698.5			19.357	20213.8	20.488	3363.1					22.503	1336.1			21.824	876.1					19.105	2986.3			22.066	2371.9	19.587	4664.4	19.585	6141.6			19.590	2425.9	20.492	2175.2	19.447	77618.7	18.126	22339.6	22.289	1052.8							22.074	1754.1	20.490	1718.8	20.600	1440.6			22.072	966.1					18.581	5929			19.115	3439.9													18.986	957.2	18.008	3552.2			17.887	54206.8	21.596	28892.3					18.992	1640.8																			18.954	1117					22.720	2958.9																															17.137	11418.1							23.873	519.8			17.799	969																											19.989	1418.4	20.755	802.8					21.600	10678.3	19.462	49932							20.445	3750.6	19.156	2251.8		
17.103	10511.2	20.414	5375.6			19.440	81027.3	20.606	1194.4					22.705	1183.6			21.905	2068.5					19.350	29551			22.278	1170.3	19.677	1232.4	19.670	1687.7			19.676	895.3	20.603	3239.4	19.601	2326.1	18.356	107369.3	22.511	2299.5							22.291	1217.2	20.601	1033.1	20.733	899			22.291	591.6					18.725	5644.5			19.359	26298.9													19.125	2239.7	18.141	45467.6			18.013	4593.1	21.933	2239.2					19.134	1446.4																			18.989	1303.5					22.906	2672.1																															17.221	68671							24.036	514.6			17.896	60666.8																											20.442	8318.3	21.599	8429.3					21.700	731.7	19.594	2228.5							20.519	1849.4	19.405	19199.6		
17.190	28587.6	20.488	2371.9			19.589	1980.5	20.663	636.5					22.884	1502.9			21.980	607.9					19.436	62012.6			22.501	2353.5	19.772	1543.1	19.773	917.8			19.763	818.7	20.734	1517.2	19.684	1345.5	18.443	72571.4	22.705	3288.1							22.510	2610.4	20.730	827.3	20.947	632.8			22.508	1470.9					18.870	16011.7			19.442	47466													19.369	41807.9	18.371	183200.2			18.143	42085	22.002	539.1					19.271	736.3																			19.130	1784.4					23.585	1151																															17.424	5173785.2							24.141	539.2			18.022	3974.7																											20.515	2946	22.100	608.7					21.851	552.7	19.702	835.8							20.631	3272	19.490	69022.5		
